,Score,Text
1250,3,just once id like to see a star wars film and be wowed by seeing something completely new and fresh i didnt hate it however it commits the crime of being underwhelming and unoriginal
1251,4,rogue one is groundbreaking for the star wars franchise a rousing side story that blows the doors wide open for future installments of the series that it stands on its own as a slam-bam action thrill ride is a bonus
1252,5,as pure retcon-meets-thought experiment rogue one scratches an itch that has been tickling since that initial screening in 77
1253,4,rogue one is worthy of standing alongside the original trilogy not only in terms of quality but in creativity imagination and inspiration
1254,4,rogue one is a more-than-worthy prequel which is a first in the star wars universe
1255,3,rogue one is better than the prequels by a long shot but after the high bar set by last years episode vii the force awakens simply being better than the prequels isnt good enough anymore
1256,3,the chaps are heroic the villains are dastardly all thats missing is burton and broadsword calling danny boy
1257,4,despite its darker tone rogue one feels cosily at home in the star wars universe and is crowded with the kind of imagination-tickling details the franchise thrives on
1258,3,technically deft but emotionally cold
1259,3,even an underwhelming star wars is a pretty decent star wars but rogue one misses a real chance to turn the familiar into something remarkable
1260,4,a little bit guardians of the galaxy a little bit dirty dozen in its mass wartime slaughter and a pretty good time once it gets going
1261,3,doesnt move the bar on what it means to be a star wars movie in any significant way
1262,5,a much bolder addition to the franchise that makes risky deviations from the winning formula that those bold decisions pay off is impressive most well you know the rest
